0,False,False
7151040,False,False
14984677,False,False
22943898,False,False
30922380,False,False
38885399,False,False
46891240,False,False
54983385,False,False
62985935,False,False
70879365,False,False
78890156,False,False
86927363,False,False
95048673,False,False
103044637,False,False
111078678,False,False
118927703,False,False
126943282,False,False
134862920,False,False
142880005,False,False
150859218,False,False
159069523,False,False
166985645,False,False
174884556,False,False
182939179,False,False
190936552,False,False
199069396,False,False
207058047,False,False
214966228,False,False
222926737,False,False
230870300,False,False
238887230,False,False
246853011,False,False
255001915,False,False
262968594,False,False
270892871,False,False
278847143,False,False
286888279,False,False
295072526,False,False
302972002,False,False
311037742,False,False
318976157,False,False
326866903,False,False
334873562,False,False
342852018,False,False
350876901,False,False
359036688,False,False
367026863,False,False
374849624,False,False
382916803,False,False
390923871,False,False
399083207,False,False
407029263,False,False
414962592,False,False
422906474,False,False
430900477,False,False
438841982,False,False
446867053,False,False
454932128,False,False
462983481,False,False
470861752,False,False
478857825,False,False
486961578,False,False
494890255,False,False
502931701,False,False
511055339,False,False
518971818,False,False
526919126,False,False
534897440,False,False
542916978,False,False
550908910,False,False
559108065,False,False
566977036,False,False
574912134,False,False
583003163,False,False
590931267,False,False
598924304,False,False
607088246,False,False
614921858,False,False
622912013,False,False
630855808,False,False
638868106,False,False
646842420,False,False
654877344,False,False
663015863,False,False
670922036,False,False
678904699,False,False
686892431,False,False
694838891,False,False
703061296,False,False
711017019,False,False
718958170,False,False
726868569,False,False
734851602,False,False
742839709,False,False
750854160,False,False
759008878,False,False
767029779,False,False
774912817,False,False
782889789,False,False
790864967,False,False
799007392,False,False
807020373,False,False
815048952,False,False
822893710,False,False
830925155,False,False
838883593,False,False
846904884,False,False
854896060,False,False
863086851,False,False
871043414,False,False
878926105,False,False
886848102,False,False
894895099,False,False
903025408,False,False
911040930,False,False
918903155,False,False
926854197,False,False
934838087,False,False
942844871,False,False
950826491,False,False
959031230,False,False
967041432,False,False
974913852,False,False
982897200,False,False
990912984,False,False
998796934,False,False
1007035715,False,False
1015009755,False,False
1022913970,False,False
1030841995,False,False
1038840831,False,False
1046830456,False,False
1054861792,False,False
1063127122,False,False
1070995609,False,False
1078870625,False,False
1086964590,False,False
1094874769,False,False
1102966103,False,False
1110975458,False,False
1118940695,False,False
1126795820,False,False
1134884372,False,False
1142831746,False,False
1150862211,False,False
1159121751,False,False
1166910921,False,False
1174867487,False,False
1182889658,False,False
1190793549,False,False
1198873026,False,False
1206890502,False,False
1215055811,False,False
1222927654,False,False
1230857610,False,False
1238842226,False,False
1246855041,False,False
1254869513,False,False
1263059402,False,False
1270887471,False,False
1278882617,False,False
1286838492,False,False
1294871622,False,False
1302994205,False,False
1311023330,False,False
1318906299,False,False
1326851001,False,False
1334797377,False,False
1342806112,False,False
1350850522,False,False
1359027732,False,False
1366897262,False,False
1374875522,False,False
1382867209,False,False
1390841548,False,False
1398827829,False,False
1407047331,False,False
1415047772,False,False
1422974079,False,False
1430798095,False,False
1438807448,False,False
1446844209,False,False
1454886442,False,False
1463027938,False,False
1470933189,False,False
1478822921,False,False
1486840834,False,False
1494790043,False,False
1502855131,False,False
1510936106,False,False
1518940551,False,False
1526801141,False,False
1534870735,False,False
1542812666,False,False
1550940626,False,False
1558885028,False,False
1567099986,False,False
1574866810,False,False
1582886732,False,False
1590790264,False,False
1598840152,False,False
1607020385,False,False
1615038176,False,False
1622923418,False,False
1630846172,False,False
1638882570,False,False
1646830949,False,False
1654810346,False,False
1663031140,False,False
1670877376,False,False
1678837233,False,False
1686793143,False,False
1694795850,False,False
1702809742,False,False
1711042748,False,False
1719007626,False,False
1726890445,False,False
1734880965,False,False
1742845347,False,False
1750779204,False,False
1758824229,False,False
1766974189,False,False
1774886731,False,False
1782811886,False,False
1790848493,False,False
1798777428,False,False
1806943669,False,False
1814983566,False,False
1822896626,False,False
1830890178,False,False
1838800855,False,False
1846776053,False,False
1854790282,False,False
1862927186,False,False
1871024586,False,False
1878785494,False,False
1886799101,False,False
1894772922,False,False
1902795071,False,False
1911000713,False,False
1919025812,False,False
1926894568,False,False
1934865649,False,False
1942837815,False,False
1950890507,False,False
1958847678,False,False
1967115456,False,False
1974944456,False,False
1982913829,False,False
1990866929,False,False
1998873903,False,False
2006876326,False,False
2015053470,False,False
2023144179,False,False
2030947453,False,False
2038864564,False,False
